animekaId,name,score,votes,country,episodes,format,duration,duration_global,running,date_start,date_end,categories,studios,authors,name_original,url,source
3480,A Film About Us,2.45,121,Grande-Bretagne,1,film,6,6,False,2005,2005,COMÉDIE,AUCUN,LINO PEDRO,A Film About Us,http://animeka.com/animes/detail/a-film-about-us.html,http://animeka.com/animes/~_3.html
1615,Tsuki wa Higashi ni Hi wa Nishi ni - Operation Sanctuary,8.51,382,Japon,13,eps,13,169,False,2004,2004,FANTASTIQUE & MYTHE|COMÉDIE|AMOUR & AMITIÉ,RADIX|AT-X,AUGUST SOFT,Tsuki wa Higashi ni Hi wa Nishi ni - Operation Sanctuary,http://animeka.com/animes/detail/hani-hani.html,http://animeka.com/animes/~_362.html
5988,Nike Japan - Victory,10.0,1,États-Unis,1,pub,1,1,False,2000,2000,SPORT,WILD BRAIN INC,NIKE,Nike Japan - Victory,http://animeka.com/animes/detail/nike-japan-victory.html,http://animeka.com/animes/~_258.html
5989,Les Nimbols (2007),1.69,13,Allemagne,26,eps,13,338,False,2002,2003,FAMILIAL & JEUNESSE|ANIMATION 3D,TRAFFIX ENT.|MONDO TV|FILMFERNSEHFONDS BAYERN,DAIMLER CHRYSLER,Die Nimbols,http://animeka.com/animes/detail/les-nimbols.html,http://animeka.com/animes/~_205.html
5982,Bouygues Telecom - Kobby (1997),4.0,10,France,3,pub,1,3,False,1997,1997,ESPACE & SCI-FICTION,HÉMISPHèRE DROIT|FANTôME,MARGUIN MOïRA|BOUYGUES TELECOM|HATAI TAKEO,Bouygues Telecom - Kobby,http://animeka.com/animes/detail/kobby.html,http://animeka.com/animes/~_41.html
5983,NTT-East - Gatchaman 2000,9.17,6,Japon,2,pub,1,2,False,2000,2000,ACTION|CYBER & MECHA|ESPACE & SCI-FICTION,TATSUNOKO PRODUCTION,YOSHIDA TATSUO|NTT-EAST,NTT-East - Gatchaman 2000,http://animeka.com/animes/detail/ntt-east-gatchaman-2000.html,http://animeka.com/animes/~_261.html
5980,Coca-Cola - Super Mom vs The Aliens,1.33,12,États-Unis,1,pub,1,1,False,1998,1998,ACTION|CARTOON & COMIC,WILD BRAIN INC,COCA-COLA COMPANY,Coke - Super Mom vs The Aliens,http://animeka.com/animes/detail/coca-cola-super-mom-vs-the-aliens.html,http://animeka.com/animes/~_57.html
5981,Shiseido - Aleph,7.92,12,Japon,1,pub,2,2,False,1998,1998,SPORT,IT PLANNING INC.,INOUE TAKEHIKO|SHISEIDO,Shiseido - Aleph,http://animeka.com/animes/detail/shiseido-aleph.html,http://animeka.com/animes/~_316.html
5986,Murphy's Irish Stout - Last Orders,3.0,2,Japon,1,pub,1,1,False,1997,1997,ACTION,PRODUCTION I.G|NEXUS PRODUCTIONS,MURPHY'S|KITAKUBO HIROYUKI,Murphy's Irish Stout : Last Orders,http://animeka.com/animes/detail/murphy-last-orders.html,http://animeka.com/animes/~_250.html
5987,Nike - Destination Moon,10.0,1,États-Unis,1,pub,1,1,False,1998,1998,COMÉDIE,WILD BRAIN INC,NIKE,Nike - Destination Moon,http://animeka.com/animes/detail/nike-destination-moon.html,http://animeka.com/animes/~_258.html
5984,Esso - Lupin,2.5,4,Japon,1,pub,1,1,False,1998,1998,AVENTURE|COMÉDIE,STUDIO TELECOM,ESSO,Esso - Lupin,http://animeka.com/animes/detail/esso-lupin.html,http://animeka.com/animes/~_90.html
5985,Coca-Cola - Final Fantasy 9,6.6,43,Japon,1,pub,1,1,False,2000,2000,FANTASTIQUE & MYTHE|COMÉDIE|ANIMATION 3D,SQUAREENIX,SQUARE-ENIX|COCA-COLA COMPANY,Coca-Cola - Final Fantasy 9,http://animeka.com/animes/detail/coca-cola-final-fantasy-9.html,http://animeka.com/animes/~_57.html
6796,Hatsukoi Limited (2011),8.58,637,Japon,12,eps,25,300,False,2009,2009,COMÉDIE|AMOUR & AMITIÉ,J.C. STAFF,KAWASHITA MIZUKI,Hatsukoi Limited,http://animeka.com/animes/detail/hatsukoi-limited.html,http://animeka.com/animes/~_125.html
6797,Denpa teki na Kanojo,9.17,508,Japon,2,oav,40,80,False,2009,2009,FANTASTIQUE & MYTHE,BRAINS BASE,KATAYAMA KENTAROU,Denpa teki na Kanojo,http://animeka.com/animes/detail/denpa-teki-na-kanojo.html,http://animeka.com/animes/~_70.html
6794,Madox-01,7.18,17,Japon,1,oav,42,42,False,1988,1988,ACTION|CYBER & MECHA|ESPACE & SCI-FICTION,STUDIO ARTMIC|PONY CANYON|AIC,ARAMAKI SHINJI,Metal Skin Panic Madox 01,http://animeka.com/animes/detail/madox-01.html,http://animeka.com/animes/~_219.html
6795,Sousei Kishi Gaiarth,5.5,2,Japon,3,oav,45,135,False,1992,1993,ACTION|CYBER & MECHA,STUDIO ARTMIC|AIC,ARAMAKI SHINJI,Sousei Kishi Gaiarth,http://animeka.com/animes/detail/sousei-kishi-gaiarth.html,http://animeka.com/animes/~_327.html
6792,Iron Man - Armored Adventures (2009),9.52,77,France,52,eps,26,1352,False,2008,2012,ACTION|AVENTURE|CARTOON & COMIC,METHOD FILMS|MARVEL PRODUCTIONS LTD.,HECK DON|LEE STAN|KIRBY JACK|DITKO STEVE,Iron Man - Armored Adventures,http://animeka.com/animes/detail/iron-man-armored-adventures.html,http://animeka.com/animes/~_142.html
6793,Wolverine et les X-Men (2009),9.26,39,États-Unis,52,eps,22,1144,False,2008,2009,ACTION|AVENTURE|CARTOON & COMIC,MARVEL PRODUCTIONS LTD.,LEE STAN|KIRBY JACK,Wolverine and the X-Men,http://animeka.com/animes/detail/wolverine-et-les-xmen.html,http://animeka.com/animes/~_377.html
6790,Hulk VS Wolverine (2009),8.88,17,États-Unis,1,oav,60,60,False,2009,2009,ACTION|AVENTURE|CARTOON & COMIC,MARVEL STUDIOS|LIONSGATE HOME ENT.,LEE STAN|DITKO STEVE,Hulk VS Wolverine,http://animeka.com/animes/detail/hulk-vs-wolverine.html,http://animeka.com/animes/~_135.html
6791,Hulk VS Thor (2009),8.46,13,États-Unis,1,oav,45,45,False,2009,2009,ACTION|AVENTURE|CARTOON & COMIC,MARVEL STUDIOS|LIONSGATE HOME ENT.,LEE STAN|DITKO STEVE,Hulk VS Thor,http://animeka.com/animes/detail/hulk-vs-thor.html,http://animeka.com/animes/~_135.html
6798,Pandora Hearts (2011),4.3,10911,Japon,25,eps,25,625,False,2009,2009,ACTION|FANTASTIQUE & MYTHE|COMÉDIE,XEBEC,MOCHIZUKI JUN,Pandora Hearts,http://animeka.com/animes/detail/pandora-hearts.html,http://animeka.com/animes/~_271.html
6799,Examurai Sengoku,7.11,166,Japon,24,eps,12,288,False,2009,2009,AVENTURE|COMBAT & ARTS MART.|ESPACE & SCI-FICTION,"TMS ENTERTAINMENT CO.,LTD.",IGARASHI HIROYUKI [EXILE - HIRO,Examurai Sengoku,http://animeka.com/animes/detail/examurai-sengoku.html,http://animeka.com/animes/~_91.html
270,Les Minipouss (1984),8.35,154,États-Unis,29,eps,25,725,False,1983,1985,AVENTURE|FAMILIAL & JEUNESSE|COMÉDIE,DIC ENT.|ABC,PETERSON JOHN|CHALOPIN JEAN,The Littles,http://animeka.com/animes/detail/minipouss.html,http://animeka.com/animes/~_204.html
271,Les Misérables (version japonaise) (1981),8.53,34,Japon,17,eps,5,85,False,1979,1979,DRAME,TôEI ANIMATION,HUGO VICTOR,Jean Valjean monogatari,http://animeka.com/animes/detail/les-miserables.html,http://animeka.com/animes/~_204.html
272,Les Misérables (1992),8.67,139,France,26,eps,25,650,False,1992,1992,DRAME,STUDIO ANIMAGE|PIXIBOX|AB PRODUCTION,HUGO VICTOR,Les Misérables,http://animeka.com/animes/detail/miserables.html,http://animeka.com/animes/~_204.html
273,Misha (1989),3.36,11,Japon,26,eps,25,650,False,1979,1980,FAMILIAL & JEUNESSE,NIPPON ANIMATION,Non sp&eacute;cifi&eacute;,Koguma no Misha,http://animeka.com/animes/detail/misha.html,http://animeka.com/animes/~_242.html
274,Moldiver (1996),8.16,105,Japon,6,oav,30,180,False,1993,1999,ACTION|COMÉDIE|ESPACE & SCI-FICTION,AIC,KITAZUME HIROYUKI|MAKI TAROU,Moldiver,http://animeka.com/animes/detail/moldiver.html,http://animeka.com/animes/~_246.html
275,Le Monde enchanté de Lalabel (1988),9.25,72,Japon,49,eps,25,1225,False,1980,1981,COMÉDIE|MAGICAL GIRL,TôEI ANIMATION,FUJIWARA EIKO,Majô shôjo Lalabel,http://animeka.com/animes/detail/monde-enchante-de-lalabel.html,http://animeka.com/animes/~_188.html
276,Les Mondes engloutis (1985),7.73,237,France,52,eps,25,1300,False,1985,1986,AVENTURE|FANTASTIQUE & MYTHE|ESPACE & SCI-FICTION,FRANCE ANIMATION|ANTENNE 2,WOLMARK NINA,Les Mondes engloutis,http://animeka.com/animes/detail/mondes-engloutis.html,http://animeka.com/animes/~_204.html
277,Le Monde fou de Tex Avery (1997),7.28,40,États-Unis,78,eps,7,546,False,1997,1997,FAMILIAL & JEUNESSE|COMÉDIE,DIC ENT.,AVERY TEX,The Wacky World of Tex Avery,http://animeka.com/animes/detail/monde-fou-de-tex-avery.html,http://animeka.com/animes/~_188.html
278,Le Monde secret du père Noël (1997),9.7,47,France,26,eps,25,650,False,1997,1997,FAMILIAL & JEUNESSE|CONTES & RÉCITS,MARATHON MEDIA GROUP|FRANCE 3|CINÉ GROUPE,Non sp&eacute;cifi&eacute;,The Secret World of Santa Claus,http://animeka.com/animes/detail/monde-secret-du-pere-noel.html,http://animeka.com/animes/~_189.html
279,Monster Rancher (2001),8.87,271,Japon,73,eps,25,1825,False,1999,2000,ACTION|FAMILIAL & JEUNESSE|FANTASTIQUE & MYTHE,"TMS ENTERTAINMENT CO.,LTD.",Non sp&eacute;cifi&eacute;,Monster Farm - Enbanseki no Himitsu & Monster Farm: Legend e no Michi,http://animeka.com/animes/detail/monster-rancher.html,http://animeka.com/animes/~_247.html
9528,Free! Eternal Summer (2014),9.58,38,Japon,13,eps,25,325,False,2014,2014,SPORT|AMOUR & AMITIÉ,KYOTO ANIMATION,OHJI KOUJI,Free! Eternal Summer,http://animeka.com/animes/detail/free-eternal-summer.html,http://animeka.com/animes/~_97.html
9529,Majimoji Rurumo,9.31,49,Japon,12,eps,25,300,False,2014,2014,FANTASTIQUE & MYTHE|COMÉDIE,J.C. STAFF,WATANABE WATARU,Majimoji Rurumo,http://animeka.com/animes/detail/majimoji-rurumo.html,http://animeka.com/animes/~_223.html
9258,Le Congrès (2013),0.0,1,France,1,film,123,123,False,2013,2013,ESPACE & SCI-FICTION,PANDORA FILM|FILMS GANG|ENTRE CHIEN ET LOUP,LEM STANISLAW,The Congress,http://animeka.com/animes/detail/le-congres.html,http://animeka.com/animes/~_185.html
9259,The Snow Queen - La Reine des neiges (2013),7.33,3,Russie,1,film,80,80,False,2012,2012,AVENTURE|FAMILIAL & JEUNESSE|CONTES & RÉCITS,WIZART ANIMATION,ANDERSEN HANS CHRISTIAN,Snezhnaya Koroleva,http://animeka.com/animes/detail/snezhnaya-koroleva.html,http://animeka.com/animes/~_351.html
9256,Juste un petit peu (2013),0.0,1,Suède,1,film,9,9,False,2011,2011,FAMILIAL & JEUNESSE,PENNFILM STUDIO,BJÖRK JAWORSKI ALICJA,Bara lite,http://animeka.com/animes/detail/bara-lite.html,http://animeka.com/animes/~_149.html
9525,Non Non Biyori (OAV),7.5,4,Japon,1,oav,25,25,False,2014,2014,TRANCHE DE VIE,SILVER LINK,ATTO,Non Non Biyori (2014),http://animeka.com/animes/detail/non-non-biyori-oav.html,http://animeka.com/animes/~_260.html
9526,Hungry Zombie Francesca,10.0,4,Japon,None,eps,15,,True,2014,2014,FANTASTIQUE & MYTHE|COMÉDIE,TELECOM ANIM. FILM,HEARTBIT,Francesca: Girls Be Ambitious,http://animeka.com/animes/detail/hungry-zombie-fransesca.html,http://animeka.com/animes/~_135.html
9527,Barakamon (2014),9.63,112,Japon,12,eps,25,300,False,2014,2014,COMÉDIE|TRANCHE DE VIE,KINEMA CITRUS,YOSHINO SATSUKI,Barakamon,http://animeka.com/animes/detail/barakamon.html,http://animeka.com/animes/~_27.html
9520,K : Missing Kings,8.88,16,Japon,1,film,None,,False,2014,2014,ACTION|ESPACE & SCI-FICTION,GOHANDS,GORA,Gekijouban K: Missing Kings,http://animeka.com/animes/detail/k-missing-kings.html,http://animeka.com/animes/~_150.html
9253,Nobunagun (2014),8.39,41,Japon,13,eps,25,325,False,2013,2014,ACTION|FANTASTIQUE & MYTHE,BRIDGE,HISA MASATO,Nobunagun,http://animeka.com/animes/detail/nobunagun.html,http://animeka.com/animes/~_260.html
9250,L'Apprenti Père Noël et le flocon magique (2013),10.0,2,France,1,film,82,82,False,2013,2013,CONTES & RÉCITS,ALPHANIM,VAN RIJSSELBERGE JAN,L'Apprenti Père Noël et le flocon magique,http://animeka.com/animes/detail/apprenti-pere-noel-et-le-flocon-magique.html,http://animeka.com/animes/~_171.html
9251,Torben & Sylvia (2013),0.0,1,Danemark,1,film,75,75,False,2009,2009,FAMILIAL & JEUNESSE|AMOUR & AMITIÉ,COPENHAGEN BOMBAY,MORGENTHALER ANDERS,Æblet & Ormen,http://animeka.com/animes/detail/aeblet-ormen.html,http://animeka.com/animes/~_358.html
1370,Eiga Ojamajo Doremi Sharp,8.96,219,Japon,1,film,27,27,False,2000,2000,MAGICAL GIRL,TôEI ANIMATION,TOUDOU IZUMI|TAKANASHI SHIZUE,Eiga Ojamajo Doremi #,http://animeka.com/animes/detail/magical-doremi-film1.html,http://animeka.com/animes/~_87.html
6484,Filopat et Patafil (1970),8.75,8,Allemagne,None,eps,5,,True,1960,1960,ANIMATION 3D,TFC TRICKOMPANY FILMPRODUKTION,RAETZ GüNTER,Filopat und Patafil,http://animeka.com/animes/detail/filopat-et-patafil.html,http://animeka.com/animes/~_94.html
4644,Galactic Drifter Vifam - Kachua Kara no Tayori,5.8,5,Japon,1,oav,51,51,False,1984,1984,COMÉDIE|CYBER & MECHA|ESPACE & SCI-FICTION,SUNRISE,TOMINO YOSHIYUKI|YATATE HAJIME [SUNRISE,Ginga Hyouryuu Vifam - Kachua Kara no Tayori,http://animeka.com/animes/detail/galactic-drifter-vifam-kachua-kara-no.html,http://animeka.com/animes/~_103.html
1212,Les Aventures de Winnie l'ourson (2003),7.78,36,États-Unis,3,film,71,213,False,1977,1977,FAMILIAL & JEUNESSE|COMÉDIE,WALT DISNEY PICTURES,MILNE ALAN ALEXANDER,The Many Adventures of Winnie the Pooh,http://animeka.com/animes/detail/winnie.html,http://animeka.com/animes/~_198.html
1373,Dan Doh,7.54,404,Japon,26,eps,25,650,False,2004,2004,SPORT,TOKYO KIDS,SAKATA NOBUHIRO|BANJOU DAICHI,Dan Doh,http://animeka.com/animes/detail/dan.doh.html,http://animeka.com/animes/~_65.html
4645,Galactic Drifter Vifam - Kieta 12-nin,6.67,3,Japon,1,oav,57,57,False,1985,1985,COMÉDIE|CYBER & MECHA|ESPACE & SCI-FICTION,SUNRISE,TOMINO YOSHIYUKI|YATATE HAJIME [SUNRISE,Ginga Hyouryuu Vifam - Kieta 12-nin,http://animeka.com/animes/detail/galactic-drifter-vifam-kieta-12-nin.html,http://animeka.com/animes/~_103.html
2143,Rally! Machine Robo Rescue,8.64,11,Japon,53,eps,24,1272,False,2003,2004,ACTION|CYBER & MECHA|ESPACE & SCI-FICTION,SUNRISE,YATATE HAJIME [SUNRISE,Shutsugeki! Machine Robo Rescue,http://animeka.com/animes/detail/rally-machine-robo-rescue.html,http://animeka.com/animes/~_289.html
2142,Mars The Terminator (2005),6.7,40,Japon,13,eps,25,325,False,2002,2003,AVENTURE|CYBER & MECHA|ESPACE & SCI-FICTION,STUDIO GUTS|PLUM,FUJIKAWA KEISUKE|YOKOYAMA MITSUTERU,Shin Seiki Den Mars,http://animeka.com/animes/detail/mars-the-terminator.html,http://animeka.com/animes/~_227.html
3519,Mashin Eiyuuden Wataru 2,9.93,14,Japon,46,eps,24,1104,False,1990,1991,AVENTURE|FANTASTIQUE & MYTHE|CYBER & MECHA,SUNRISE,YATATE HAJIME [SUNRISE,Mashin Eiyuuden Wataru 2,http://animeka.com/animes/detail/wataru2.html,http://animeka.com/animes/~_228.html
3518,Love Get Chu,8.88,186,Japon,25,eps,24,600,False,2006,2006,COMÉDIE,RADIX,KOIZUMI MARIE,Love Get Chu,http://animeka.com/animes/detail/love-get-chu.html,http://animeka.com/animes/~_213.html
3513,"SD Gundam Musha, Knight, Commando",6.5,6,Japon,2,oav,16,32,False,1991,1991,COMÉDIE|CYBER & MECHA|ESPACE & SCI-FICTION,SOTSU AGENCY|SUNRISE,TOMINO YOSHIYUKI|YATATE HAJIME [SUNRISE,Kidou Senshi SD Gundam Musha Kishi Commando,http://animeka.com/animes/detail/sd-gundam-musha-knight.html,http://animeka.com/animes/~_306.html
3512,SD Gundam's Counterattack,7.71,7,Japon,1,film,24,24,False,1989,1989,COMÉDIE|CYBER & MECHA|ESPACE & SCI-FICTION,SUNRISE|SOTSU AGENCY,TOMINO YOSHIYUKI|YATATE HAJIME [SUNRISE,Kidou Senshi SD Gundam no Gyakushuu,http://animeka.com/animes/detail/sd-gundam-counterattack.html,http://animeka.com/animes/~_306.html
3511,SD Gundam Mk. 5,7.17,6,Japon,3,oav,10,30,False,1990,1990,CYBER & MECHA|ANIMATION 3D,SUNRISE|SOTSU AGENCY|BANDAI VISUAL,YATATE HAJIME [SUNRISE]|TOMINO YOSHIYUKI,Kidou Senshi SD Gundam Mk. V,http://animeka.com/animes/detail/sd-gundam-mk5.html,http://animeka.com/animes/~_306.html
3510,SD Gundam Mk. 4,6.29,7,Japon,2,oav,10,20,False,1990,1990,COMÉDIE|CYBER & MECHA|ESPACE & SCI-FICTION,BANDAI VISUAL|SOTSU AGENCY|SUNRISE,YATATE HAJIME [SUNRISE]|TOMINO YOSHIYUKI,Kidou Senshi SD Gundam Mk. IV,http://animeka.com/animes/detail/sd-gundam-mk4.html,http://animeka.com/animes/~_306.html
3517,La Sorcière de l'Ouest (2007),8.99,357,Japon,13,eps,24,312,False,2006,2006,AVENTURE|FANTASTIQUE & MYTHE,HAL FILM MAKER,OGIWARA NORIKO,Nishi no yoki majo,http://animeka.com/animes/detail/nishi-no-yoki-majo.html,http://animeka.com/animes/~_182.html
3516,Mobile Suit Gundam SEED DESTINY Special Edition I - The Broken World,7.7,280,Japon,1,film,90,90,False,2006,2007,ACTION|CYBER & MECHA|ESPACE & SCI-FICTION,TBS|SUNRISE|MBS,TOMINO YOSHIYUKI|YATATE HAJIME [SUNRISE,Kidou Senshi Gundam SEED DESTINY Special Edition I - Kudakareta Sekai,http://animeka.com/animes/detail/gseed-destiny-movie-1.html,http://animeka.com/animes/~_244.html
3515,GinRei: THE ANIMATION,4.29,58,Japon,3,oav,30,90,False,1994,1995,COMÉDIE|CYBER & MECHA|ESPACE & SCI-FICTION,PHOENIX ENTERTAINMENT|BANDAI VISUAL|AMUSE VIDEO,YOKOYAMA MITSUTERU,Giant Robo Gaiden Ginrei,http://animeka.com/animes/detail/ginrei.html,http://animeka.com/animes/~_112.html
3514,Fievel et le Nouveau Monde (1987),8.09,97,États-Unis,1,film,80,80,False,1986,1986,AVENTURE|FAMILIAL & JEUNESSE|AMOUR & AMITIÉ,UNIVERSAL PICTURES|AMBLIN ENTERTAINMENT,KIRSCHNER DAVID,An American Tail,http://animeka.com/animes/detail/fievel-nouveau-monde.html,http://animeka.com/animes/~_93.html
2689,Megazone 23 part II,7.05,21,Japon,1,oav,85,85,False,1987,1987,ACTION|CYBER & MECHA|ESPACE & SCI-FICTION,VICTOR ENTERTAINMENT [JVC]|STUDIO ARTMIC|AIC,ISHIGURO NOBORU|ARAMAKI SHINJI,Megazone two-three part two,http://animeka.com/animes/detail/megazone-two-three-part-two.html,http://animeka.com/animes/~_231.html
2684,La Vallée d'émeraude (2007),7.49,94,Japon,1,film,110,110,False,2005,2005,FAMILIAL & JEUNESSE|CONTES & RÉCITS,TBS,KIMURA YUUICHI,Arashi no yoru ni,http://animeka.com/animes/detail/la-vallee-d-emeraude.html,http://animeka.com/animes/~_182.html
2685,My Santa (2006),8.94,227,Japon,2,oav,30,60,False,2005,2005,COMÉDIE|AMOUR & AMITIÉ,TNK,AKAMATSU KEN,Itsudatte My Santa!,http://animeka.com/animes/detail/itsudatte-my-santa.html,http://animeka.com/animes/~_251.html
2686,Karin,9.45,2543,Japon,24,eps,25,600,False,2005,2005,FANTASTIQUE & MYTHE|COMÉDIE|AMOUR & AMITIÉ,J.C. STAFF,KAGESAKI YUNA,Karin,http://animeka.com/animes/detail/karin.html,http://animeka.com/animes/~_155.html
2680,Jungle Taitei [remake],8.23,22,Japon,52,eps,25,1300,False,1989,1990,AVENTURE,TEZUKA PRODUCTION,TEZUKA OSAMU,Jungle Taitei,http://animeka.com/animes/detail/jungle-taitei.html,http://animeka.com/animes/~_149.html
2681,Knick Knack (2004),8.55,42,États-Unis,1,oav,3,3,False,1989,1989,COMÉDIE|ANIMATION 3D,PIXAR ANIMATION STUDIOS,LASSETER JOHN,Knick Knack,http://animeka.com/animes/detail/knick-knack.html,http://animeka.com/animes/~_163.html
2682,"Léo le Lion, Roi de la Jungle (2005)",3.83,42,États-Unis,1,oav,44,44,False,1994,1994,AVENTURE|DRAME,JETLAG PROD.|GOODTIMES ENTERTAINMENT,Non sp&eacute;cifi&eacute;,Leo the Lion - King of the Jungle,http://animeka.com/animes/detail/leo-the-lion.html,http://animeka.com/animes/~_195.html
2683,Gundam SEED MSV ASTRAY,9.08,282,Japon,2,oav,6,12,False,2004,2004,ACTION|CYBER & MECHA|ESPACE & SCI-FICTION,SUNRISE,TOMINO YOSHIYUKI|YATATE HAJIME [SUNRISE,Kidou Senshi Gundam SEED MSV ASTRAY,http://animeka.com/animes/detail/gundam-seed-msv-astray.html,http://animeka.com/animes/~_118.html
99,Goldorak (1978),9.19,923,Japon,74,eps,25,1850,False,1975,1977,ACTION|CYBER & MECHA|ESPACE & SCI-FICTION,TôEI ANIMATION|DYNAMIC PLANNING LTD,NAGAI GOU,UFO Robo Grendizer,http://animeka.com/animes/detail/goldorak.html,http://animeka.com/animes/~_114.html
98,Golden boy (1996),9.26,1161,Japon,6,oav,30,180,False,1995,1995,AVENTURE|COMÉDIE|ECCHI,STUDIO A.P.P.P.,EGAWA TATSUYA,Golden boy,http://animeka.com/animes/detail/golden-boy.html,http://animeka.com/animes/~_114.html
91,Gadget boy (1995),3.37,70,France,52,eps,25,1300,False,1995,1997,ACTION|AVENTURE|COMÉDIE,M6|FRANCE ANIMATION|DIC ENT.,HEYWARD ANDY,Gadget Boy and Heather,http://animeka.com/animes/detail/gadget-boy.html,http://animeka.com/animes/~_102.html
90,Shin Seiki GPX Cyber Formula,8.66,38,Japon,37,eps,25,925,False,1991,1991,ACTION|SPORT|ESPACE & SCI-FICTION,SUNRISE,YATATE HAJIME [SUNRISE,Shin Seiki GPX Cyber Formula,http://animeka.com/animes/detail/future-gpx-cyber-formula.html,http://animeka.com/animes/~_314.html
93,Galaxy Express 999 (1988),9.1,167,Japon,113,eps,25,2825,False,1978,1981,ACTION|AVENTURE|ESPACE & SCI-FICTION,TôEI ANIMATION,MATSUMOTO LEIJI,Ginga Tetsudou 999,http://animeka.com/animes/detail/galaxy-express-999.html,http://animeka.com/animes/~_103.html
92,Gadget et les gadgetinis (2002),5.19,127,France,52,eps,25,1300,False,2001,2001,ACTION|AVENTURE|COMÉDIE,DIC ENT.,CHALOPIN JEAN,Gadget and the Gadgetinis,http://animeka.com/animes/detail/gadget-et-les-gadgetinis.html,http://animeka.com/animes/~_102.html
95,Generator Gawl (2004),8.96,74,Japon,12,eps,25,300,False,1998,1998,ACTION|COMÉDIE|ESPACE & SCI-FICTION,VICTOR ENTERTAINMENT [JVC]|TATSUNOKO PRODUCTION,TATSUNOKO PRODUCTION,Generator Gawl,http://animeka.com/animes/detail/generator-gawl.html,http://animeka.com/animes/~_108.html
94,Un garçon formidable (1996),9.72,161,Japon,112,eps,25,2800,False,1992,1994,ACTION|COMÉDIE,STUDIO COMET,KIYOSHI NAGAMATSU,Tsuyoshi shikkari shinasai,http://animeka.com/animes/detail/garcon-formidable.html,http://animeka.com/animes/~_367.html
97,Gigi (1983),8.52,205,Japon,63,eps,25,1575,False,1982,1983,FANTASTIQUE & MYTHE|AMOUR & AMITIÉ|MAGICAL GIRL,ASHI PRODUCTIONS,SHUDOU TAKESHI,Mahou no Princess Minky Momo,http://animeka.com/animes/detail/mahou-no-princess-minky-momo.html,http://animeka.com/animes/~_111.html
96,Georgie (1988),9.29,510,Japon,45,eps,25,1125,False,1983,1983,AMOUR & AMITIÉ,"TMS ENTERTAINMENT CO.,LTD.",IZAWA MAN|IGARASHI YUMIKO,Lady Georgie,http://animeka.com/animes/detail/georgie.html,http://animeka.com/animes/~_109.html
1177,"Jeu, Set et Match - OAV (2007)",7.17,35,Japon,13,oav,24,312,False,1988,1988,DRAME|SPORT,"TMS ENTERTAINMENT CO.,LTD.|SHUEISHA|BANDAI VISUAL",YAMAMOTO SUMIKA,Ace wo Nerae 2,http://animeka.com/animes/detail/ace-o-nerae2.html,http://animeka.com/animes/~_145.html
1175,Bakusou Kyoudai Let's & Go,7.89,27,Japon,51,eps,25,1275,False,1996,1996,AVENTURE|SPORT,PRODUCTION I.G,KOSHITA TETSUHIRO,Bakusou Kyoudai Let's & Go,http://animeka.com/animes/detail/racing-brothers-lets-go.html,http://animeka.com/animes/~_26.html
1174,Mermaid's Forest TV (2003),8.39,219,Japon,13,eps,24,312,False,2003,2003,DRAME|FANTASTIQUE & MYTHE|HORREUR,"TMS ENTERTAINMENT CO.,LTD.",TAKAHASHI RUMIKO,Ningyo no Mori TV,http://animeka.com/animes/detail/mermaid-forest.html,http://animeka.com/animes/~_232.html
1173,Rokushin Gattai God Mars,6.67,21,Japon,64,eps,25,1600,False,1981,1982,CYBER & MECHA|ESPACE & SCI-FICTION,"TMS ENTERTAINMENT CO.,LTD.",YOKOYAMA MITSUTERU,Rokushin Gattai God Mars,http://animeka.com/animes/detail/god-mars.html,http://animeka.com/animes/~_295.html
1172,Bio Hunter (2003),6.28,74,Japon,1,oav,58,58,False,1995,1995,ACTION|ESPACE & SCI-FICTION|HORREUR,TôEI ANIMATION|MADHOUSE PRODUCTION|BMG JAPAN,HOSONO FUJIHIKO,Biohunter,http://animeka.com/animes/detail/bio-hunter.html,http://animeka.com/animes/~_34.html
1171,Super Mario (1991),8.36,107,États-Unis,52,eps,15,780,False,1989,1989,ACTION|AVENTURE|CARTOON & COMIC,DIC ENT.,MARSTON STEVE|REED BILL|MIYAMOTO SHIGERU|NINTENDO,The Super Mario Bros - Super Show !,http://animeka.com/animes/detail/super-mario.html,http://animeka.com/animes/~_335.html
1170,Battle Arena Toshinden,7.74,131,Japon,2,oav,29,58,False,1996,1996,ACTION|AVENTURE|COMBAT & ARTS MART.,J.C. STAFF,TAKARA INC. [TAKARATOMY,Battle Arena Toshinden,http://animeka.com/animes/detail/battle-arena-toshinden.html,http://animeka.com/animes/~_29.html
1179,Adieu Galaxy Express 999 (2001),8.22,244,Japon,1,film,130,130,False,1981,1981,DRAME|ESPACE & SCI-FICTION,TôEI ANIMATION,MATSUMOTO LEIJI,Sayonara Ginga Tetsudou 999 - Andromeda Shuuchakueki,http://animeka.com/animes/detail/adieu-galaxy-express-999.html,http://animeka.com/animes/~_5.html
1178,"Jeu, Set et Match - Le Film",6.9,29,Japon,1,film,88,88,False,1979,1979,DRAME|SPORT,"TMS ENTERTAINMENT CO.,LTD.|MADHOUSE PRODUCTION",YAMAMOTO SUMIKA,Ace wo Nerae! (1979),http://animeka.com/animes/detail/ace-o-nerae-theatrical-version.html,http://animeka.com/animes/~_145.html
